track_id,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,genre
2,-0.30518970803251516,1.0814720748030626,0.3351742961581686,-1.8023539356889902,-0.03341813753885733,0.547960928173179,1.2095593241791034,0.5201773914246309,5
3,-0.4146369377088005,0.3098573677862602,0.9816930451992242,-1.826925452753459,-0.5559451227089557,2.7341326243556745,0.10559669915285069,-0.5946936195846207,5
5,-1.271315173007647,1.4465621529236858,0.5718752851676061,-1.8301569803970963,1.2429223503311977,0.26130220972990675,-0.6507869836477616,0.6833721622009207,5
10,1.0801238523620413,0.9886413499273718,1.3599697035264617,0.8706495859730458,-0.48416054116459706,-0.539884524954655,-0.33057690824556213,1.9233872399233254,10
134,-0.21315718009041015,0.22913302673975977,0.07348447726455914,-1.7776769852046006,-0.6262276941221627,3.1363174009406114,-0.25328677502160146,1.671279401490339,5
139,-1.1082281719848492,-1.0930938598607622,0.23833189190857096,0.5057566956944072,0.2852143014849934,-0.5619628946756757,2.0889612468838354,-0.9898881844942062,4
140,-0.4097048388407998,1.386369523082597,-0.9678330220672661,0.04241541920398458,-0.7067332038751425,-0.48452214725521703,-0.43285600683005515,0.6410507183154897,4
141,1.1111627292394872,-0.17595587802183477,-1.6393234608219966,-0.8648827993714311,-0.557403660151404,-0.597817887311359,-2.542893643140338,-0.9765322369873897,4
142,0.3323350005927538,-0.4739493636330187,1.0042864973914305,0.7162243051653552,-0.6860203195152569,-0.12816168273916148,0.6955856046718215,-1.2343144406775326,4
144,0.9696639826818041,-0.1355565688282457,0.36174700046833586,0.754929470195791,0.5787397110839898,-0.03626370214895118,0.1503615123837372,1.2875144394722602,8
145,-0.7743082268278828,-0.16160474981739975,-0.1832292309461222,0.1727082931286191,-0.8272526634391199,-0.41013742622702265,-0.06912773324896854,0.7877816911478246,8
146,-0.0065176677357427736,-0.27159922383986373,-0.2232583742428173,-0.7052893201856704,-0.07261821924398258,-0.5182260136467028,0.3467317152339089,0.9036330219128106,8
147,0.6314848650993854,1.2428005178078496,1.1535995775144376,0.4262932880989364,-0.5651942948400771,-0.2513541086238309,-0.0853337289249603,1.756650258880874,8
153,1.1749879124570073,-1.120605994639429,1.5551731504935333,0.8918665291905467,-0.4405573142666345,-0.3702299590063721,-0.9346468974200708,-1.4477349657339285,11
154,1.1279368595599846,-0.6108182579686956,-1.8222736711783831,0.8473737964765691,-0.5006651176440774,-0.5472669290558678,-1.9682891006494505,-1.4418828543775577,11
155,1.1577730720075965,-1.7148983549567534,1.3161473838265283,0.8758762321515596,1.1844125291111682,-0.05472969329856114,-0.8873038576043676,-1.4466202091251186,11
